label	vus	duration	http_req_failed	p95_ms	p99_ms	http_reqs	checks_fails	k6_exit	ok	reason
client-cloudflare-100	100	120s	0.000190042	969.790200	1401.496190	10524	6	99	0	p95 969.79ms >= 300ms
