path	size_bytes	mtime	age_days	action	reason
backend/backups/postgres/miemie-postgres-20260620-161135.sql	606844	2026-06-20T08:11:35Z	0.000012	keep	min_keep
backend/backups/postgres/miemie-postgres-20260620-150733.sql	606844	2026-06-20T07:07:33Z	0.044484	keep	min_keep
