label	vus	duration	http_req_failed	p95_ms	p99_ms	http_reqs	checks_fails	ok	reason
app-direct-100	100	120s	0.000000000	22.665393	155.831773	23764	0	1
nginx-local-100	100	120s	0.000000000	28.932026	205.245923	23640	0	1
nginx-origin-ip-100	100	120s	0.000000000	23.628057	200.211528	23600	0	1
public-cloudflare-100	100	120s	0.000287125	409.264456	2119.394023	17414	15	0	p95 409.26ms >= 300ms
